race_index,year,F2_champion,Former_F1_World_Champion,Nationality,home_race,constructorId,engine_manufacturer,constructor_nationality,starting_grid_position,points_in_previous_race,fastest_lap_from_last_race,laps_in_previous_race,race_win,constructorId_points_at_stage_of_season,driver_points_at_stage_of_season
41,1997,0,0,British,0,6,Ferrari,Italian,5,0.0,Not Found,0.0,0,65.0,18.0
41,1997,0,1,German,0,6,Ferrari,Italian,1,10.0,80002,54.0,1,65.0,47.0
41,1997,0,0,Argentine,0,15,Petronas,Swiss,20,,,,0,8.0,0.0
41,1997,0,0,British,0,15,Petronas,Swiss,14,2.0,81007,54.0,0,8.0,7.0
41,1997,0,0,Italian,0,17,Peugeot,Irish,11,4.0,81000,54.0,0,13.0,8.0
41,1997,0,0,German,0,17,Peugeot,Irish,3,0.0,82004,14.0,0,13.0,5.0
41,1997,0,0,Brazilian,0,18,Hart,Italian,22,,,,0,0.0,0.0
41,1997,0,0,Japanese,0,18,Hart,Italian,21,0.0,84003,5.0,0,0.0,0.0
41,1997,0,0,Japanese,0,20,Mugen-Honda,French,12,1.0,82001,54.0,0,16.0,1.0
41,1997,0,0,Italian,0,20,Mugen-Honda,French,6,0.0,83007,32.0,0,16.0,0.0
41,1997,0,0,Brazilian,0,21,Yamaha,British,16,0.0,82004,53.0,0,0.0,0.0
41,1997,0,1,British,0,21,Yamaha,British,17,0.0,82004,53.0,0,0.0,0.0
41,1997,0,0,Austrian,0,22,Renault,Italian,7,0.0,81000,35.0,0,25.0,0.0
41,1997,0,0,French,1,22,Renault,Italian,8,6.0,81007,54.0,0,25.0,15.0
41,1997,0,0,Danish,0,24,Ford,British,15,0.0,Not Found,0.0,0,6.0,0.0
41,1997,0,0,Brazilian,0,24,Ford,British,13,0.0,82004,33.0,0,6.0,6.0
41,1997,0,0,Finnish,0,25,Ford,British,19,0.0,82006,46.0,0,2.0,2.0
41,1997,0,0,Dutch,0,25,Ford,British,18,0.0,82009,42.0,0,2.0,0.0
42,1997,0,0,Finnish,0,1,Mercedes,British,3,0.0,Not Found,18.0,0,24.0,10.0
42,1997,0,0,British,1,1,Mercedes,British,6,0.0,79003,71.0,0,24.0,14.0
42,1997,0,0,German,0,3,Renault,British,2,6.0,78001,72.0,0,62.0,19.0
42,1997,0,1,Canadian,0,3,Renault,British,1,3.0,79006,72.0,1,62.0,43.0
42,1997,0,1,German,0,6,Ferrari,Italian,4,10.0,78009,72.0,0,65.0,47.0
42,1997,0,0,British,1,6,Ferrari,Italian,7,4.0,79000,72.0,0,65.0,18.0
42,1997,0,0,British,1,15,Petronas,Swiss,9,0.0,81008,71.0,0,8.0,7.0
42,1997,0,0,Argentine,0,15,Petronas,Swiss,14,0.0,80008,40.0,0,8.0,0.0
42,1997,0,0,Italian,0,17,Peugeot,Irish,10,0.0,79002,71.0,0,15.0,8.0
42,1997,0,0,German,0,17,Peugeot,Irish,5,1.0,79002,72.0,0,15.0,7.0
42,1997,0,0,Japanese,0,18,Hart,Italian,19,0.0,81005,70.0,0,0.0,0.0
42,1997,0,0,Brazilian,0,18,Hart,Italian,21,0.0,82003,5.0,0,0.0,0.0
42,1997,0,0,Japanese,0,20,Mugen-Honda,French,15,0.0,81007,7.0,0,16.0,1.0
42,1997,0,0,Italian,0,20,Mugen-Honda,French,13,0.0,79004,70.0,0,16.0,0.0
42,1997,0,0,Brazilian,0,21,Yamaha,British,17,0.0,81006,58.0,0,1.0,0.0
42,1997,0,1,British,1,21,Yamaha,British,12,0.0,80004,69.0,0,1.0,1.0
42,1997,0,0,Austrian,0,22,Renault,Italian,8,0.0,79007,60.0,0,35.0,4.0
42,1997,0,0,French,0,22,Renault,Italian,11,2.0,79001,72.0,0,35.0,21.0
42,1997,0,0,Danish,0,24,Ford,British,16,0.0,80009,33.0,0,6.0,0.0
42,1997,0,0,Brazilian,0,24,Ford,British,22,0.0,79008,36.0,0,6.0,6.0
42,1997,0,0,Finnish,0,25,Ford,British,18,0.0,80004,61.0,0,2.0,2.0
42,1997,0,0,Dutch,0,25,Ford,British,20,0.0,82000,15.0,0,2.0,0.0
43,1997,0,0,Finnish,0,1,Mercedes,British,3,0.0,Not Found,52.0,0,28.0,14.0
43,1997,0,0,British,0,1,Mercedes,British,8,3.0,86005,59.0,0,28.0,14.0
43,1997,0,1,Canadian,0,3,Renault,British,9,10.0,85001,59.0,0,62.0,43.0
43,1997,0,0,German,1,3,Renault,British,5,0.0,Not Found,0.0,0,62.0,19.0
43,1997,0,0,British,0,6,Ferrari,Italian,10,0.0,85002,44.0,0,71.0,18.0
43,1997,0,1,German,1,6,Ferrari,Italian,4,0.0,84005,38.0,0,71.0,53.0
43,1997,0,0,British,0,15,Petronas,Swiss,14,0.0,86002,42.0,0,8.0,7.0
43,1997,0,0,Argentine,0,15,Petronas,Swiss,18,0.0,88008,58.0,0,8.0,0.0
43,1997,0,0,Italian,0,17,Peugeot,Irish,2,0.0,86001,58.0,0,17.0,8.0
43,1997,0,0,German,1,17,Peugeot,Irish,7,2.0,86009,59.0,0,17.0,9.0
43,1997,0,0,Japanese,0,18,Hart,Italian,22,0.0,Not Found,0.0,0,0.0,0.0
43,1997,0,0,Brazilian,0,18,Hart,Italian,21,0.0,89001,58.0,0,0.0,0.0
43,1997,0,0,Italian,0,20,Mugen-Honda,French,11,0.0,87006,58.0,0,19.0,3.0
43,1997,0,0,Japanese,0,20,Mugen-Honda,French,17,0.0,87008,57.0,0,19.0,1.0
43,1997,0,0,Brazilian,0,21,Yamaha,British,16,0.0,87001,29.0,0,1.0,0.0
43,1997,0,1,British,0,21,Yamaha,British,13,1.0,86005,59.0,0,1.0,1.0
43,1997,0,0,Austrian,0,22,Renault,Italian,1,,,,1,46.0,20.0
43,1997,0,0,French,0,22,Renault,Italian,6,6.0,86003,59.0,0,46.0,22.0
43,1997,0,0,Danish,0,24,Ford,British,15,0.0,88006,50.0,0,6.0,0.0
43,1997,0,0,Brazilian,0,24,Ford,British,12,0.0,88009,37.0,0,6.0,6.0
43,1997,0,0,Finnish,0,25,Ford,British,19,0.0,88001,44.0,0,2.0,2.0
43,1997,0,0,Dutch,0,25,Ford,British,20,0.0,89001,45.0,0,2.0,0.0
44,1997,0,0,Finnish,0,1,Mercedes,British,4,4.0,Not Found,45.0,0,28.0,14.0
44,1997,0,0,British,0,1,Mercedes,British,8,0.0,142002,1.0,0,28.0,14.0
44,1997,0,0,German,0,3,Renault,British,6,0.0,194007,1.0,0,72.0,19.0
44,1997,0,1,Canadian,0,3,Renault,British,2,0.0,107000,33.0,1,72.0,53.0
44,1997,0,1,German,0,6,Ferrari,Italian,1,6.0,107006,45.0,0,74.0,56.0
44,1997,0,0,British,0,6,Ferrari,Italian,5,0.0,196003,1.0,0,74.0,18.0
44,1997,0,0,Italian,0,15,Petronas,Swiss,15,,,,0,12.0,0.0
44,1997,0,0,British,0,15,Petronas,Swiss,10,0.0,109002,8.0,0,12.0,11.0
44,1997,0,0,Italian,0,17,Peugeot,Irish,13,0.0,106003,40.0,0,19.0,8.0
44,1997,0,0,German,0,17,Peugeot,Irish,14,2.0,106001,45.0,0,19.0,11.0
44,1997,0,0,Brazilian,0,18,Hart,Italian,22,0.0,Not Found,0.0,0,0.0,0.0
44,1997,0,0,Japanese,0,18,Hart,Italian,20,0.0,110002,23.0,0,0.0,0.0
44,1997,0,0,Italian,0,20,Mugen-Honda,French,12,3.0,107007,45.0,0,20.0,3.0
44,1997,0,0,Japanese,0,20,Mugen-Honda,French,16,0.0,108009,45.0,0,20.0,2.0
44,1997,0,0,Brazilian,0,21,Yamaha,British,19,0.0,109008,8.0,0,7.0,0.0
44,1997,0,1,British,0,21,Yamaha,British,3,0.0,107006,44.0,0,7.0,7.0
44,1997,0,0,French,0,22,Renault,Italian,9,1.0,106009,45.0,0,46.0,22.0
44,1997,0,0,Austrian,0,22,Renault,Italian,7,10.0,106007,45.0,0,46.0,20.0
44,1997,0,0,Danish,0,24,Ford,British,17,0.0,108002,27.0,0,6.0,0.0
44,1997,0,0,Brazilian,0,24,Ford,British,11,0.0,107001,33.0,0,6.0,6.0
44,1997,0,0,Dutch,0,25,Ford,British,18,0.0,110002,44.0,0,2.0,0.0
44,1997,0,0,Finnish,0,25,Ford,British,21,0.0,110006,33.0,0,2.0,2.0
45,1997,0,0,British,0,1,Mercedes,British,10,0.0,80003,65.0,0,28.0,14.0
45,1997,0,0,Finnish,0,1,Mercedes,British,5,0.0,Not Found,12.0,0,28.0,14.0
45,1997,0,0,German,0,3,Renault,British,7,0.0,78004,29.0,0,78.0,23.0
45,1997,0,1,Canadian,0,3,Renault,British,1,10.0,79001,77.0,0,78.0,55.0
45,1997,0,0,British,0,6,Ferrari,Italian,17,0.0,80005,76.0,0,84.0,18.0
45,1997,0,1,German,0,6,Ferrari,Italian,3,3.0,80007,77.0,1,84.0,66.0
45,1997,0,0,British,0,15,Petronas,Swiss,11,4.0,81006,77.0,0,15.0,14.0
45,1997,0,0,Italian,0,15,Petronas,Swiss,13,0.0,81002,7.0,0,15.0,0.0
45,1997,0,0,German,0,17,Peugeot,Irish,6,2.0,80007,77.0,0,25.0,11.0
45,1997,0,0,Italian,0,17,Peugeot,Irish,4,0.0,79004,42.0,0,25.0,14.0
45,1997,0,0,Brazilian,0,18,Hart,Italian,22,0.0,82009,75.0,0,0.0,0.0
45,1997,0,0,Japanese,0,18,Hart,Italian,20,0.0,81007,76.0,0,0.0,0.0
45,1997,0,0,Japanese,0,20,Mugen-Honda,French,16,1.0,80000,77.0,0,20.0,2.0
45,1997,0,0,Italian,0,20,Mugen-Honda,French,14,0.0,81001,77.0,0,20.0,3.0
45,1997,0,1,British,0,21,Yamaha,British,9,6.0,80006,77.0,0,7.0,7.0
45,1997,0,0,Brazilian,0,21,Yamaha,British,8,0.0,80003,53.0,0,7.0,0.0
45,1997,0,0,Austrian,0,22,Renault,Italian,15,0.0,80009,77.0,0,47.0,21.0
45,1997,0,0,French,0,22,Renault,Italian,2,0.0,81006,76.0,0,47.0,22.0
45,1997,0,0,Brazilian,0,24,Ford,British,12,0.0,81004,29.0,0,6.0,6.0
45,1997,0,0,Danish,0,24,Ford,British,18,0.0,82006,5.0,0,6.0,0.0
45,1997,0,0,Dutch,0,25,Ford,British,21,0.0,82007,61.0,0,2.0,0.0
45,1997,0,0,Finnish,0,25,Ford,British,19,0.0,82006,75.0,0,2.0,2.0
46,1997,0,0,Finnish,0,1,Mercedes,British,5,0.0,Not Found,44.0,0,38.0,14.0
46,1997,0,0,British,0,1,Mercedes,British,6,0.0,119002,19.0,1,38.0,24.0
46,1997,0,1,Canadian,0,3,Renault,British,4,2.0,113007,44.0,0,84.0,57.0
46,1997,0,0,German,0,3,Renault,British,2,4.0,114009,44.0,0,84.0,27.0
46,1997,0,1,German,0,6,Ferrari,Italian,9,10.0,115003,44.0,0,85.0,67.0
46,1997,0,0,British,0,6,Ferrari,Italian,10,0.0,115003,43.0,0,85.0,18.0
46,1997,0,0,Italian,1,15,Petronas,Swiss,18,0.0,115008,44.0,0,15.0,0.0
46,1997,0,0,British,0,15,Petronas,Swiss,12,3.0,114006,44.0,0,15.0,14.0
46,1997,0,0,German,0,17,Peugeot,Irish,8,0.0,118008,21.0,0,28.0,11.0
46,1997,0,0,Italian,1,17,Peugeot,Irish,3,6.0,115007,44.0,0,28.0,17.0
46,1997,0,0,Brazilian,0,18,Hart,Italian,22,0.0,123008,18.0,0,0.0,0.0
46,1997,0,0,Japanese,0,18,Hart,Italian,21,0.0,115004,42.0,0,0.0,0.0
46,1997,0,0,Japanese,0,20,Mugen-Honda,French,15,0.0,139002,5.0,0,20.0,2.0
46,1997,0,0,Italian,1,20,Mugen-Honda,French,16,0.0,115002,42.0,0,20.0,3.0
46,1997,0,1,British,0,21,Yamaha,British,14,0.0,114001,42.0,0,7.0,7.0
46,1997,0,0,Brazilian,0,21,Yamaha,British,17,0.0,114007,44.0,0,7.0,0.0
46,1997,0,0,Austrian,0,22,Renault,Italian,7,1.0,114006,44.0,0,53.0,21.0
46,1997,0,0,French,0,22,Renault,Italian,1,0.0,115003,44.0,0,53.0,28.0
46,1997,0,0,Brazilian,0,24,Ford,British,11,0.0,137008,8.0,0,6.0,6.0
46,1997,0,0,Danish,0,24,Ford,British,13,0.0,116007,43.0,0,6.0,0.0
46,1997,0,0,Finnish,0,25,Ford,British,19,0.0,117009,43.0,0,2.0,2.0
46,1997,0,0,Dutch,0,25,Ford,British,20,0.0,119004,25.0,0,2.0,0.0
47,1997,0,0,Finnish,0,1,Mercedes,British,2,0.0,Not Found,53.0,0,44.0,14.0
47,1997,0,0,British,0,1,Mercedes,British,10,10.0,86000,53.0,0,44.0,30.0
47,1997,0,1,Canadian,0,3,Renault,British,1,2.0,86007,53.0,1,98.0,67.0
47,1997,0,0,German,0,3,Renault,British,4,4.0,86006,53.0,0,98.0,31.0
47,1997,0,0,British,0,6,Ferrari,Italian,8,0.0,86007,53.0,0,86.0,18.0
47,1997,0,1,German,0,6,Ferrari,Italian,9,1.0,86009,53.0,0,86.0,68.0
47,1997,0,0,British,0,15,Petronas,Swiss,12,0.0,87006,38.0,0,15.0,14.0
47,1997,0,0,Italian,0,15,Petronas,Swiss,13,0.0,87003,52.0,0,15.0,0.0
47,1997,0,0,Italian,0,17,Peugeot,Irish,14,3.0,86000,53.0,0,33.0,20.0
47,1997,0,0,German,0,17,Peugeot,Irish,11,0.0,86009,39.0,0,33.0,13.0
47,1997,0,0,Brazilian,0,18,Hart,Italian,0,0.0,89001,50.0,0,0.0,0.0
47,1997,0,0,Japanese,0,18,Hart,Italian,19,0.0,89001,8.0,0,0.0,0.0
47,1997,0,0,Japanese,0,20,Mugen-Honda,French,16,0.0,86004,53.0,0,20.0,2.0
47,1997,0,0,Italian,0,20,Mugen-Honda,French,3,0.0,87007,53.0,0,20.0,3.0
47,1997,0,0,Brazilian,0,21,Yamaha,British,17,0.0,89006,4.0,0,7.0,0.0
47,1997,0,1,British,0,21,Yamaha,British,7,0.0,87001,46.0,0,7.0,7.0
47,1997,0,0,French,0,22,Renault,Italian,15,6.0,86001,53.0,0,53.0,28.0
47,1997,0,0,Austrian,1,22,Renault,Italian,18,0.0,86007,53.0,0,53.0,21.0
47,1997,0,0,Danish,0,24,Ford,British,6,0.0,87004,31.0,0,6.0,0.0
47,1997,0,0,Brazilian,0,24,Ford,British,5,0.0,88006,52.0,0,6.0,6.0
47,1997,0,0,Finnish,0,25,Ford,British,21,0.0,88000,33.0,0,2.0,2.0
47,1997,0,0,Dutch,0,25,Ford,British,20,0.0,88002,12.0,0,2.0,0.0
48,1997,0,0,Finnish,0,1,Mercedes,British,1,0.0,Not Found,1.0,0,44.0,14.0
48,1997,0,0,British,0,1,Mercedes,British,6,6.0,72002,71.0,0,44.0,30.0
48,1997,0,0,German,1,3,Renault,British,3,4.0,72002,71.0,0,112.0,35.0
48,1997,0,1,Canadian,0,3,Renault,British,2,10.0,72008,71.0,1,112.0,77.0
48,1997,0,1,German,1,6,Ferrari,Italian,5,1.0,72002,71.0,0,86.0,68.0
48,1997,0,0,British,0,6,Ferrari,Italian,14,0.0,73007,38.0,0,86.0,18.0
48,1997,0,0,British,0,15,Petronas,Swiss,16,0.0,73006,71.0,0,15.0,14.0
48,1997,0,0,Italian,0,15,Petronas,Swiss,19,0.0,73008,71.0,0,15.0,0.0
48,1997,0,0,German,1,17,Peugeot,Irish,8,2.0,73009,71.0,0,33.0,13.0
48,1997,0,0,Italian,0,17,Peugeot,Irish,4,3.0,72004,71.0,0,33.0,20.0
48,1997,0,0,Japanese,0,18,Hart,Italian,22,0.0,74004,69.0,0,0.0,0.0
48,1997,0,0,Brazilian,0,18,Hart,Italian,18,0.0,Not Found,0.0,0,0.0,0.0
48,1997,0,0,Japanese,0,20,Mugen-Honda,French,17,0.0,73000,57.0,0,21.0,2.0
48,1997,0,0,French,0,20,Mugen-Honda,French,11,,,,0,21.0,16.0
48,1997,0,0,Brazilian,0,21,Yamaha,British,15,0.0,73001,67.0,0,9.0,2.0
48,1997,0,1,British,0,21,Yamaha,British,13,0.0,73009,71.0,0,9.0,7.0
48,1997,0,0,French,0,22,Renault,Italian,10,0.0,73000,37.0,0,62.0,34.0
48,1997,0,0,Austrian,0,22,Renault,Italian,7,0.0,73006,70.0,0,62.0,24.0
48,1997,0,0,Brazilian,0,24,Ford,British,9,0.0,73005,64.0,0,6.0,6.0
48,1997,0,0,Danish,0,24,Ford,British,12,0.0,73006,58.0,0,6.0,0.0
48,1997,0,0,Finnish,0,25,Ford,British,20,0.0,74009,48.0,0,2.0,2.0
48,1997,0,0,Dutch,0,25,Ford,British,21,0.0,74007,69.0,0,2.0,0.0
49,1997,0,0,Finnish,0,1,Mercedes,British,4,0.0,Not Found,43.0,0,47.0,17.0
49,1997,0,0,British,0,1,Mercedes,British,11,0.0,142002,42.0,0,47.0,30.0
49,1997,0,1,Canadian,0,3,Renault,British,1,10.0,107000,67.0,0,118.0,77.0
49,1997,0,0,German,0,3,Renault,British,6,4.0,194007,67.0,0,118.0,41.0
49,1997,0,0,British,0,6,Ferrari,Italian,3,0.0,196003,22.0,0,100.0,22.0
49,1997,0,1,German,0,6,Ferrari,Italian,2,0.0,107006,2.0,1,100.0,78.0
49,1997,0,0,Italian,0,15,Petronas,Swiss,0,0.0,Not Found,66.0,0,16.0,0.0
49,1997,0,0,British,0,15,Petronas,Swiss,8,0.0,109002,67.0,0,16.0,15.0
49,1997,0,0,German,0,17,Peugeot,Irish,13,0.0,106001,0.0,0,33.0,13.0
49,1997,0,0,Italian,0,17,Peugeot,Irish,9,0.0,106003,0.0,0,33.0,20.0
49,1997,0,0,Japanese,1,18,Hart,Italian,19,0.0,110002,1.0,0,0.0,0.0
49,1997,0,0,Brazilian,0,18,Hart,Italian,20,0.0,Not Found,1.0,0,0.0,0.0
49,1997,0,0,Japanese,1,20,Mugen-Honda,French,15,0.0,108009,16.0,0,21.0,2.0
49,1997,0,0,French,0,20,Mugen-Honda,French,10,1.0,Not Found,67.0,0,21.0,16.0
49,1997,0,1,British,0,21,Yamaha,British,17,0.0,107006,67.0,0,9.0,7.0
49,1997,0,0,Brazilian,0,21,Yamaha,British,16,2.0,109008,67.0,0,9.0,2.0
49,1997,0,0,French,0,22,Renault,Italian,7,6.0,106009,67.0,0,64.0,36.0
49,1997,0,0,Austrian,0,22,Renault,Italian,5,3.0,106007,67.0,0,64.0,24.0
49,1997,0,0,Danish,0,24,Ford,British,14,0.0,108002,40.0,0,6.0,0.0
49,1997,0,0,Brazilian,0,24,Ford,British,12,0.0,107001,43.0,0,6.0,6.0
49,1997,0,0,Finnish,0,25,Ford,British,22,0.0,110006,66.0,0,2.0,2.0
49,1997,0,0,Dutch,0,25,Ford,British,21,0.0,110002,50.0,0,2.0,0.0
50,1997,0,0,Finnish,0,1,Mercedes,British,5,3.0,Not Found,53.0,1,63.0,27.0
50,1997,0,0,British,0,1,Mercedes,British,6,0.0,100008,52.0,0,63.0,36.0
50,1997,0,0,German,0,3,Renault,British,3,6.0,99009,53.0,0,123.0,42.0
50,1997,0,1,Canadian,0,3,Renault,British,1,0.0,100002,53.0,0,123.0,81.0
50,1997,0,1,German,0,6,Ferrari,Italian,2,10.0,99003,53.0,0,102.0,78.0
50,1997,0,0,British,0,6,Ferrari,Italian,7,4.0,100009,53.0,0,102.0,24.0
50,1997,0,0,Argentine,0,15,Petronas,Swiss,18,,,,0,16.0,0.0
50,1997,0,0,British,0,15,Petronas,Swiss,14,1.0,100003,53.0,0,16.0,15.0
50,1997,0,0,German,0,17,Peugeot,Irish,16,0.0,100007,53.0,0,33.0,13.0
50,1997,0,0,Italian,0,17,Peugeot,Irish,17,0.0,100002,53.0,0,33.0,20.0
50,1997,0,0,Japanese,0,18,Hart,Italian,19,0.0,104004,8.0,0,0.0,0.0
50,1997,0,0,Brazilian,0,18,Hart,Italian,20,0.0,103007,46.0,0,0.0,0.0
50,1997,0,0,Japanese,0,20,Mugen-Honda,French,15,0.0,102006,22.0,0,21.0,2.0
50,1997,0,0,French,0,20,Mugen-Honda,French,9,0.0,100004,36.0,0,21.0,16.0
50,1997,0,0,Brazilian,0,21,Yamaha,British,13,0.0,102006,52.0,0,9.0,2.0
50,1997,0,1,British,0,21,Yamaha,British,4,0.0,101004,52.0,0,9.0,7.0
50,1997,0,0,French,0,22,Renault,Italian,10,2.0,99004,53.0,0,67.0,36.0
50,1997,0,0,Austrian,0,22,Renault,Italian,8,0.0,100000,53.0,0,67.0,27.0
50,1997,0,0,Brazilian,0,24,Ford,British,12,0.0,104009,6.0,0,6.0,6.0
50,1997,0,0,Danish,1,24,Ford,British,11,0.0,104001,3.0,0,6.0,0.0
50,1997,0,0,Dutch,0,25,Ford,British,22,0.0,103001,52.0,0,2.0,0.0
50,1997,0,0,Finnish,0,25,Ford,British,21,0.0,103000,46.0,0,2.0,2.0
51,1998,0,0,Finnish,0,1,Mercedes,British,1,10.0,Not Found,69.0,1,16.0,10.0
51,1998,0,0,British,0,1,Mercedes,British,2,6.0,84000,69.0,0,16.0,6.0
51,1998,0,0,German,0,3,Mecachrome,British,6,1.0,83001,69.0,0,6.0,4.0
51,1998,0,1,Canadian,0,3,Mecachrome,British,4,4.0,84009,69.0,0,6.0,2.0
51,1998,0,1,German,0,6,Ferrari,Italian,3,0.0,84007,47.0,0,3.0,0.0
51,1998,0,0,British,0,6,Ferrari,Italian,8,2.0,84003,69.0,0,3.0,3.0
51,1998,0,0,French,0,15,Petronas,Swiss,12,0.0,84000,68.0,0,1.0,0.0
51,1998,0,0,British,0,15,Petronas,Swiss,5,0.0,85002,69.0,0,1.0,1.0
51,1998,0,0,German,0,17,Mugen-Honda,Irish,9,0.0,86009,44.0,0,0.0,0.0
51,1998,0,1,British,0,17,Mugen-Honda,Irish,10,0.0,84003,47.0,0,0.0,0.0
51,1998,0,0,Japanese,0,18,Ford,Italian,22,0.0,85007,69.0,0,0.0,0.0
51,1998,0,0,Argentine,0,18,Ford,Italian,17,,,,0,0.0,0.0
51,1998,0,0,Italian,0,20,Peugeot,French,15,,,,0,0.0,0.0
51,1998,0,0,French,0,20,Peugeot,French,21,0.0,84009,69.0,0,0.0,0.0
51,1998,0,0,Brazilian,0,21,Arrows,British,20,0.0,86004,11.0,0,0.0,0.0
51,1998,0,0,Finnish,0,21,Arrows,British,16,0.0,85002,68.0,0,0.0,0.0
51,1998,0,0,Austrian,0,22,Playlife,Italian,11,,,,0,0.0,0.0
51,1998,0,0,Italian,0,22,Playlife,Italian,7,0.0,85004,68.0,0,0.0,0.0
51,1998,0,0,Danish,0,24,Ford,British,18,0.0,85004,69.0,0,0.0,0.0
51,1998,0,0,Brazilian,0,24,Ford,British,14,0.0,86002,30.0,0,0.0,0.0
51,1998,0,0,Japanese,0,25,Ford,British,13,,,,0,0.0,0.0
51,1998,0,0,Brazilian,0,25,Ford,British,19,,,,0,0.0,0.0
52,1998,0,0,Finnish,0,1,Mercedes,British,1,10.0,Not Found,58.0,1,32.0,20.0
52,1998,0,0,British,0,1,Mercedes,British,2,6.0,92004,58.0,0,32.0,12.0
52,1998,0,0,German,0,3,Mecachrome,British,3,4.0,94006,57.0,0,8.0,6.0
52,1998,0,1,Canadian,0,3,Mecachrome,British,10,2.0,96007,57.0,0,8.0,2.0
52,1998,0,1,German,0,6,Ferrari,Italian,4,0.0,96008,5.0,0,7.0,4.0
52,1998,0,0,British,0,6,Ferrari,Italian,6,3.0,94008,57.0,0,7.0,3.0
52,1998,0,0,British,0,15,Petronas,Swiss,14,1.0,96006,57.0,0,1.0,1.0
52,1998,0,0,French,0,15,Petronas,Swiss,15,0.0,95009,41.0,0,1.0,0.0
52,1998,0,0,German,0,17,Mugen-Honda,Irish,8,0.0,Not Found,1.0,0,0.0,0.0
52,1998,0,1,British,0,17,Mugen-Honda,Irish,11,0.0,94002,57.0,0,0.0,0.0
52,1998,0,0,Japanese,0,18,Ford,Italian,18,0.0,100007,8.0,0,0.0,0.0
52,1998,0,0,Argentine,0,18,Ford,Italian,19,0.0,96005,22.0,0,0.0,0.0
52,1998,0,0,Italian,0,20,Peugeot,French,12,0.0,95009,26.0,0,0.0,0.0
52,1998,0,0,French,0,20,Peugeot,French,9,0.0,94003,57.0,0,0.0,0.0
52,1998,0,0,Finnish,0,21,Arrows,British,20,0.0,96000,23.0,0,0.0,0.0
52,1998,0,0,Brazilian,1,21,Arrows,British,22,0.0,100009,2.0,0,0.0,0.0
52,1998,0,0,Austrian,0,22,Playlife,Italian,5,0.0,95007,57.0,0,4.0,3.0
52,1998,0,0,Italian,0,22,Playlife,Italian,7,0.0,94003,43.0,0,4.0,1.0
52,1998,0,0,Brazilian,1,24,Ford,British,13,0.0,Not Found,0.0,0,0.0,0.0
52,1998,0,0,Danish,0,24,Ford,British,16,0.0,Not Found,1.0,0,0.0,0.0
52,1998,0,0,Japanese,0,25,Ford,British,17,0.0,Not Found,1.0,0,0.0,0.0
52,1998,0,0,Brazilian,1,25,Ford,British,21,0.0,98001,25.0,0,0.0,0.0
53,1998,0,0,Finnish,0,1,Mercedes,British,3,10.0,Not Found,72.0,0,39.0,26.0
53,1998,0,0,British,0,1,Mercedes,British,1,6.0,80006,72.0,0,39.0,13.0
53,1998,0,1,Canadian,0,3,Mecachrome,British,7,0.0,80001,71.0,0,8.0,2.0
53,1998,0,0,German,0,3,Mecachrome,British,6,2.0,80003,71.0,0,8.0,6.0
53,1998,0,1,German,0,6,Ferrari,Italian,2,4.0,80006,72.0,1,21.0,14.0
53,1998,0,0,British,0,6,Ferrari,Italian,4,0.0,80004,71.0,0,21.0,7.0
53,1998,0,0,British,0,15,Petronas,Swiss,12,0.0,81005,67.0,0,3.0,1.0
53,1998,0,0,French,0,15,Petronas,Swiss,11,0.0,81006,71.0,0,3.0,2.0
53,1998,0,0,German,0,17,Mugen-Honda,Irish,5,0.0,Not Found,0.0,0,0.0,0.0
53,1998,0,1,British,0,17,Mugen-Honda,Irish,9,0.0,81000,70.0,0,0.0,0.0
53,1998,0,0,Argentine,0,18,Ford,Italian,20,0.0,83003,44.0,0,0.0,0.0
53,1998,0,0,Japanese,0,18,Ford,Italian,19,0.0,84005,3.0,0,0.0,0.0
53,1998,0,0,French,0,20,Peugeot,French,15,0.0,80004,63.0,0,0.0,0.0
53,1998,0,0,Italian,0,20,Peugeot,French,16,0.0,83009,17.0,0,0.0,0.0
53,1998,0,0,Brazilian,0,21,Arrows,British,18,0.0,83000,26.0,0,0.0,0.0
53,1998,0,0,Finnish,0,21,Arrows,British,17,0.0,84006,18.0,0,0.0,0.0
53,1998,0,0,Austrian,0,22,Playlife,Italian,8,3.0,80009,72.0,0,7.0,6.0
53,1998,0,0,Italian,0,22,Playlife,Italian,10,1.0,80000,71.0,0,7.0,1.0
53,1998,0,0,Danish,0,24,Ford,British,22,0.0,81000,70.0,0,0.0,0.0
53,1998,0,0,Brazilian,0,24,Ford,British,14,0.0,82008,56.0,0,0.0,0.0
53,1998,0,0,Brazilian,0,25,Ford,British,21,0.0,83003,52.0,0,0.0,0.0
53,1998,0,0,Japanese,0,25,Ford,British,13,0.0,83002,19.0,0,0.0,0.0
54,1998,0,0,Finnish,0,1,Mercedes,British,2,6.0,Not Found,72.0,0,49.0,26.0
54,1998,0,0,British,0,1,Mercedes,British,1,1.0,88005,72.0,1,49.0,23.0
54,1998,0,1,Canadian,0,3,Mecachrome,British,6,0.0,90007,52.0,0,13.0,5.0
54,1998,0,0,German,0,3,Mecachrome,British,8,0.0,90006,71.0,0,13.0,8.0
54,1998,0,1,German,0,6,Ferrari,Italian,3,10.0,88003,72.0,0,31.0,20.0
54,1998,0,0,British,0,6,Ferrari,Italian,4,4.0,89009,72.0,0,31.0,11.0
