race_index,year,race,driverId,F2_champion,Former_F1_World_Champion,Nationality,home_race,constructorId,engine_manufacturer,constructor_nationality,starting_grid_position,points_in_previous_race,fastest_lap_from_last_race,laps_in_previous_race,race_win,new_index,constructorId_points_at_stage_of_season,driver_points_at_stage_of_season
107,2001,Canadian Grand Prix,56,0,0,British,0,19,Ford,British,15,4.0,81007,78.0,0,163,5.0,4.0
107,2001,Canadian Grand Prix,37,0,0,Spanish,0,19,Ford,British,14,0.0,83005,18.0,0,144,5.0,1.0
107,2001,Canadian Grand Prix,55,0,0,French,0,20,Acer,French,16,1.0,81002,77.0,0,162,3.0,3.0
107,2001,Canadian Grand Prix,54,0,0,Brazilian,0,20,Acer,French,19,0.0,84002,24.0,0,161,3.0,0.0
107,2001,Canadian Grand Prix,59,0,0,Brazilian,0,21,Asiatech,British,17,0.0,82001,76.0,0,166,1.0,0.0
107,2001,Canadian Grand Prix,50,0,0,Dutch,0,21,Asiatech,British,13,0.0,82007,77.0,0,157,1.0,1.0
107,2001,Canadian Grand Prix,21,0,0,Italian,0,22,Renault,Italian,18,0.0,82006,43.0,0,128,1.0,1.0
107,2001,Canadian Grand Prix,18,0,1,British,0,22,Renault,Italian,20,0.0,82006,77.0,0,125,1.0,0.0
108,2001,European Grand Prix,57,0,0,Finnish,0,1,Mercedes,British,6,4.0,Not Found,69.0,0,165,53.0,9.0
108,2001,European Grand Prix,14,0,0,British,0,1,Mercedes,British,5,0.0,80007,54.0,0,122,53.0,44.0
108,2001,European Grand Prix,23,0,0,German,0,3,BMW,British,2,10.0,77002,69.0,0,131,37.0,25.0
108,2001,European Grand Prix,31,1,0,Colombian,0,3,BMW,British,3,0.0,80002,19.0,0,139,37.0,12.0
108,2001,European Grand Prix,22,0,0,Brazilian,0,6,Ferrari,Italian,4,0.0,80007,19.0,0,130,94.0,26.0
108,2001,European Grand Prix,30,0,1,German,0,6,Ferrari,Italian,1,6.0,78002,69.0,1,138,94.0,68.0
108,2001,European Grand Prix,8,0,1,Finnish,0,15,Petronas,Swiss,9,3.0,Not Found,69.0,0,116,15.0,7.0
108,2001,European Grand Prix,2,1,0,German,0,15,Petronas,Swiss,10,0.0,Not Found,1.0,0,110,15.0,8.0
108,2001,European Grand Prix,44,0,0,French,0,16,Honda,British,13,0.0,80009,38.0,0,152,12.0,5.0
108,2001,European Grand Prix,35,0,1,Canadian,0,16,Honda,British,11,0.0,80008,34.0,0,143,12.0,7.0
108,2001,European Grand Prix,15,0,0,Italian,0,17,Honda,Irish,7,0.0,79004,63.0,0,123,13.0,7.0
108,2001,European Grand Prix,49,0,0,German,0,17,Honda,Irish,8,,,,0,157,13.0,6.0
108,2001,European Grand Prix,58,0,0,Brazilian,0,18,Ford,Italian,22,0.0,82003,66.0,0,166,0.0,0.0
108,2001,European Grand Prix,4,0,1,Spanish,0,18,Ford,Italian,21,0.0,82004,7.0,0,112,0.0,0.0
108,2001,European Grand Prix,37,0,0,Spanish,0,19,Ford,British,16,1.0,79000,68.0,0,145,5.0,1.0
108,2001,European Grand Prix,56,0,0,British,0,19,Ford,British,12,0.0,Not Found,1.0,0,164,5.0,4.0
108,2001,European Grand Prix,55,0,0,French,0,20,Acer,French,14,2.0,79003,69.0,0,163,3.0,3.0
108,2001,European Grand Prix,54,0,0,Brazilian,0,20,Acer,French,17,0.0,80008,68.0,0,162,3.0,0.0
108,2001,European Grand Prix,59,0,0,Brazilian,0,21,Asiatech,British,18,0.0,81008,24.0,0,167,1.0,0.0
108,2001,European Grand Prix,50,0,0,Dutch,0,21,Asiatech,British,19,0.0,79003,65.0,0,158,1.0,1.0
108,2001,European Grand Prix,18,0,1,British,0,22,Renault,Italian,20,0.0,81001,17.0,0,126,1.0,0.0
108,2001,European Grand Prix,21,0,0,Italian,0,22,Renault,Italian,15,0.0,Not Found,0.0,0,129,1.0,1.0
109,2001,French Grand Prix,57,0,0,Finnish,0,1,Mercedes,British,4,1.0,Not Found,67.0,0,166,56.0,9.0
109,2001,French Grand Prix,14,0,0,British,0,1,Mercedes,British,3,4.0,79009,67.0,0,123,56.0,47.0
109,2001,French Grand Prix,31,1,0,Colombian,0,3,BMW,British,6,6.0,78004,67.0,0,140,43.0,12.0
109,2001,French Grand Prix,23,0,0,German,0,3,BMW,British,1,3.0,78005,67.0,0,132,43.0,31.0
109,2001,French Grand Prix,22,0,0,Brazilian,0,6,Ferrari,Italian,8,2.0,79005,67.0,0,131,108.0,30.0
109,2001,French Grand Prix,30,0,1,German,0,6,Ferrari,Italian,2,10.0,79006,67.0,1,139,108.0,78.0
109,2001,French Grand Prix,8,0,1,Finnish,0,15,Petronas,Swiss,13,0.0,Not Found,66.0,0,117,16.0,7.0
109,2001,French Grand Prix,2,1,0,German,0,15,Petronas,Swiss,9,0.0,81000,54.0,0,111,16.0,9.0
109,2001,French Grand Prix,35,0,1,Canadian,0,16,Honda,British,10,0.0,80008,66.0,0,144,12.0,7.0
109,2001,French Grand Prix,44,0,0,French,1,16,Honda,British,11,0.0,81003,23.0,0,153,12.0,5.0
109,2001,French Grand Prix,49,0,0,German,0,17,Honda,Irish,7,0.0,80009,48.0,0,158,15.0,6.0
109,2001,French Grand Prix,15,0,0,Italian,0,17,Honda,Irish,5,0.0,79005,44.0,0,124,15.0,9.0
109,2001,French Grand Prix,58,0,0,Brazilian,0,18,Ford,Italian,22,0.0,84008,7.0,0,167,0.0,0.0
109,2001,French Grand Prix,4,0,1,Spanish,0,18,Ford,Italian,21,0.0,81009,65.0,0,113,0.0,0.0
109,2001,French Grand Prix,56,0,0,British,0,19,Ford,British,12,0.0,79007,67.0,0,165,5.0,4.0
109,2001,French Grand Prix,37,0,0,Spanish,0,19,Ford,British,14,0.0,80007,66.0,0,146,5.0,1.0
109,2001,French Grand Prix,55,0,0,French,1,20,Acer,French,19,0.0,80000,64.0,0,164,3.0,3.0
109,2001,French Grand Prix,54,0,0,Brazilian,0,20,Acer,French,15,0.0,79001,65.0,0,163,3.0,0.0
109,2001,French Grand Prix,59,0,0,Brazilian,0,21,Asiatech,British,20,0.0,81002,29.0,0,168,1.0,0.0
109,2001,French Grand Prix,50,0,0,Dutch,0,21,Asiatech,British,18,0.0,81002,58.0,0,159,1.0,1.0
109,2001,French Grand Prix,18,0,1,British,0,22,Renault,Italian,17,0.0,80001,65.0,0,127,1.0,0.0
109,2001,French Grand Prix,21,0,0,Italian,0,22,Renault,Italian,16,0.0,81007,66.0,0,130,1.0,1.0
110,2001,British Grand Prix,14,0,0,British,1,1,Mercedes,British,3,3.0,76001,72.0,0,124,66.0,47.0
110,2001,British Grand Prix,57,0,0,Finnish,0,1,Mercedes,British,2,0.0,Not Found,0.0,1,167,66.0,19.0
110,2001,British Grand Prix,23,0,0,German,0,3,BMW,British,10,6.0,77006,72.0,0,133,46.0,31.0
110,2001,British Grand Prix,31,1,0,Colombian,0,3,BMW,British,8,0.0,76004,52.0,0,141,46.0,15.0
110,2001,British Grand Prix,22,0,0,Brazilian,0,6,Ferrari,Italian,6,4.0,76002,72.0,0,132,118.0,34.0
110,2001,British Grand Prix,30,0,1,German,0,6,Ferrari,Italian,1,10.0,76003,72.0,0,140,118.0,84.0
110,2001,British Grand Prix,8,0,1,Finnish,0,15,Petronas,Swiss,7,0.0,Not Found,71.0,0,118,19.0,9.0
110,2001,British Grand Prix,2,1,0,German,0,15,Petronas,Swiss,9,1.0,78005,71.0,0,112,19.0,10.0
110,2001,British Grand Prix,44,0,0,French,0,16,Honda,British,11,0.0,78003,71.0,0,154,12.0,5.0
110,2001,British Grand Prix,35,0,1,Canadian,0,16,Honda,British,12,0.0,78002,5.0,0,145,12.0,7.0
110,2001,British Grand Prix,15,0,0,Italian,0,17,Honda,Irish,4,2.0,77004,72.0,0,125,15.0,9.0
110,2001,British Grand Prix,49,0,0,German,0,17,Honda,Irish,5,0.0,78005,71.0,0,159,15.0,6.0
110,2001,British Grand Prix,4,0,1,Spanish,0,18,Ford,Italian,21,0.0,79002,65.0,0,114,0.0,0.0
110,2001,British Grand Prix,58,0,0,Brazilian,0,18,Ford,Italian,0,0.0,80006,69.0,0,168,0.0,0.0
110,2001,British Grand Prix,37,0,0,Spanish,0,19,Ford,British,13,0.0,78005,70.0,0,147,5.0,1.0
110,2001,British Grand Prix,56,0,0,British,1,19,Ford,British,15,0.0,77003,54.0,0,166,5.0,4.0
110,2001,British Grand Prix,54,0,0,Brazilian,0,20,Acer,French,16,0.0,78003,71.0,0,164,3.0,0.0
110,2001,British Grand Prix,55,0,0,French,0,20,Acer,French,14,0.0,79008,70.0,0,165,3.0,3.0
110,2001,British Grand Prix,59,0,0,Brazilian,0,21,Asiatech,British,20,0.0,79002,17.0,0,169,1.0,0.0
110,2001,British Grand Prix,50,0,0,Dutch,0,21,Asiatech,British,17,0.0,79007,70.0,0,160,1.0,1.0
110,2001,British Grand Prix,18,0,1,British,1,22,Renault,Italian,18,0.0,78004,68.0,0,128,1.0,0.0
110,2001,British Grand Prix,21,0,0,Italian,0,22,Renault,Italian,19,0.0,78000,71.0,0,131,1.0,1.0
111,2001,German Grand Prix,57,0,0,Finnish,0,1,Mercedes,British,3,10.0,Not Found,60.0,0,168,66.0,19.0
111,2001,German Grand Prix,14,0,0,British,0,1,Mercedes,British,5,0.0,89009,2.0,0,125,66.0,47.0
111,2001,German Grand Prix,31,1,0,Colombian,0,3,BMW,British,1,3.0,84004,60.0,0,142,56.0,15.0
111,2001,German Grand Prix,23,0,0,German,1,3,BMW,British,2,0.0,85002,36.0,1,134,56.0,41.0
111,2001,German Grand Prix,30,0,1,German,1,6,Ferrari,Italian,4,6.0,84009,60.0,0,141,124.0,84.0
111,2001,German Grand Prix,22,0,0,Brazilian,0,6,Ferrari,Italian,6,4.0,84004,60.0,0,133,124.0,40.0
111,2001,German Grand Prix,2,1,0,German,1,15,Petronas,Swiss,7,1.0,85008,59.0,0,113,19.0,10.0
111,2001,German Grand Prix,8,0,1,Finnish,0,15,Petronas,Swiss,8,2.0,Not Found,59.0,0,119,19.0,9.0
111,2001,German Grand Prix,44,0,0,French,0,16,Honda,British,13,0.0,Not Found,0.0,0,155,16.0,5.0
111,2001,German Grand Prix,35,0,1,Canadian,0,16,Honda,British,12,0.0,86008,59.0,0,146,16.0,11.0
111,2001,German Grand Prix,41,1,0,Brazilian,0,17,Honda,Irish,15,,,,0,152,15.0,0.0
111,2001,German Grand Prix,15,0,0,Italian,0,17,Honda,Irish,10,0.0,Not Found,0.0,0,126,15.0,9.0
111,2001,German Grand Prix,58,0,0,Brazilian,0,18,Ford,Italian,22,0.0,Not Found,0.0,0,169,0.0,0.0
111,2001,German Grand Prix,4,0,1,Spanish,0,18,Ford,Italian,21,0.0,87001,57.0,0,115,0.0,0.0
111,2001,German Grand Prix,56,0,0,British,0,19,Ford,British,11,0.0,85005,59.0,0,167,5.0,4.0
111,2001,German Grand Prix,37,0,0,Spanish,0,19,Ford,British,9,0.0,86007,58.0,0,148,5.0,1.0
111,2001,German Grand Prix,54,0,0,Brazilian,0,20,Acer,French,16,0.0,89003,6.0,0,165,4.0,0.0
111,2001,German Grand Prix,55,0,0,French,0,20,Acer,French,14,0.0,86005,58.0,0,166,4.0,4.0
111,2001,German Grand Prix,59,0,0,Brazilian,0,21,Asiatech,British,19,0.0,87007,58.0,0,170,1.0,0.0
111,2001,German Grand Prix,50,0,0,Dutch,0,21,Asiatech,British,20,0.0,86004,58.0,0,161,1.0,1.0
111,2001,German Grand Prix,21,0,0,Italian,0,22,Renault,Italian,17,0.0,87008,58.0,0,132,6.0,4.0
111,2001,German Grand Prix,18,0,1,British,0,22,Renault,Italian,18,0.0,87000,58.0,0,129,6.0,2.0
112,2001,Hungarian Grand Prix,57,0,0,Finnish,0,1,Mercedes,British,6,0.0,Not Found,13.0,0,169,72.0,21.0
112,2001,Hungarian Grand Prix,14,0,0,British,0,1,Mercedes,British,2,0.0,104006,27.0,0,126,72.0,51.0
112,2001,Hungarian Grand Prix,31,1,0,Colombian,0,3,BMW,British,8,0.0,102008,24.0,0,143,59.0,15.0
112,2001,Hungarian Grand Prix,23,0,0,German,0,3,BMW,British,4,10.0,102000,45.0,0,135,59.0,44.0
112,2001,Hungarian Grand Prix,30,0,1,German,0,6,Ferrari,Italian,1,0.0,103009,23.0,1,142,140.0,94.0
112,2001,Hungarian Grand Prix,22,0,0,Brazilian,0,6,Ferrari,Italian,3,6.0,103006,45.0,0,134,140.0,46.0
112,2001,Hungarian Grand Prix,8,0,1,Finnish,0,15,Petronas,Swiss,9,0.0,Not Found,16.0,0,120,20.0,9.0
112,2001,Hungarian Grand Prix,2,1,0,German,0,15,Petronas,Swiss,7,0.0,Not Found,0.0,0,114,20.0,11.0
112,2001,Hungarian Grand Prix,44,0,0,French,0,16,Honda,British,11,0.0,103003,45.0,0,156,16.0,5.0
112,2001,Hungarian Grand Prix,35,0,1,Canadian,0,16,Honda,British,10,4.0,103004,45.0,0,147,16.0,11.0
112,2001,Hungarian Grand Prix,15,0,0,Italian,0,17,Honda,Irish,5,0.0,104007,34.0,0,127,15.0,9.0
112,2001,Hungarian Grand Prix,55,0,0,French,0,17,Honda,Irish,12,1.0,104001,45.0,0,167,15.0,4.0
112,2001,Hungarian Grand Prix,4,0,1,Spanish,0,18,Ford,Italian,18,0.0,106009,44.0,0,116,0.0,0.0
112,2001,Hungarian Grand Prix,58,0,0,Brazilian,0,18,Ford,Italian,22,0.0,106000,26.0,0,170,0.0,0.0
112,2001,Hungarian Grand Prix,56,0,0,British,0,19,Ford,British,14,0.0,104004,16.0,0,168,5.0,4.0
112,2001,Hungarian Grand Prix,37,0,0,Spanish,0,19,Ford,British,13,0.0,Not Found,0.0,0,149,5.0,1.0
112,2001,Hungarian Grand Prix,54,0,0,Brazilian,0,20,Acer,French,19,0.0,105007,23.0,0,166,4.0,0.0
112,2001,Hungarian Grand Prix,49,0,0,German,0,20,Acer,French,16,,,,0,161,4.0,6.0
112,2001,Hungarian Grand Prix,59,0,0,Brazilian,0,21,Asiatech,British,20,0.0,105008,44.0,0,171,1.0,0.0
112,2001,Hungarian Grand Prix,50,0,0,Dutch,0,21,Asiatech,British,21,0.0,105007,44.0,0,162,1.0,1.0
112,2001,Hungarian Grand Prix,18,0,1,British,0,22,Renault,Italian,17,2.0,104001,45.0,0,130,6.0,2.0
112,2001,Hungarian Grand Prix,21,0,0,Italian,0,22,Renault,Italian,15,3.0,104000,45.0,0,133,6.0,4.0
113,2001,Belgian Grand Prix,57,0,0,Finnish,0,1,Mercedes,British,7,2.0,Not Found,77.0,0,170,81.0,24.0
113,2001,Belgian Grand Prix,14,0,0,British,0,1,Mercedes,British,9,4.0,77001,77.0,0,127,81.0,57.0
113,2001,Belgian Grand Prix,31,1,0,Colombian,0,3,BMW,British,1,0.0,78000,76.0,0,144,59.0,15.0
113,2001,Belgian Grand Prix,23,0,0,German,0,3,BMW,British,2,3.0,77002,77.0,0,136,59.0,44.0
113,2001,Belgian Grand Prix,22,0,0,Brazilian,0,6,Ferrari,Italian,5,6.0,77003,77.0,0,135,152.0,48.0
113,2001,Belgian Grand Prix,30,0,1,German,0,6,Ferrari,Italian,3,10.0,77004,77.0,1,143,152.0,104.0
113,2001,Belgian Grand Prix,2,1,0,German,0,15,Petronas,Swiss,14,1.0,78002,76.0,0,115,20.0,11.0
113,2001,Belgian Grand Prix,8,0,1,Finnish,0,15,Petronas,Swiss,12,0.0,Not Found,76.0,0,121,20.0,9.0
113,2001,Belgian Grand Prix,44,0,0,French,0,16,Honda,British,11,0.0,79002,58.0,0,157,16.0,5.0
113,2001,Belgian Grand Prix,35,0,1,Canadian,0,16,Honda,British,6,0.0,79005,75.0,0,148,16.0,11.0
113,2001,Belgian Grand Prix,15,0,0,Italian,0,17,Honda,Irish,16,0.0,79005,53.0,0,128,16.0,9.0
113,2001,Belgian Grand Prix,55,0,0,French,0,17,Honda,Irish,13,0.0,79001,75.0,0,168,16.0,5.0
113,2001,Belgian Grand Prix,4,0,1,Spanish,0,18,Ford,Italian,20,0.0,82005,37.0,0,117,0.0,0.0
113,2001,Belgian Grand Prix,58,0,0,Brazilian,0,18,Ford,Italian,22,0.0,81004,63.0,0,171,0.0,0.0
113,2001,Belgian Grand Prix,37,0,0,Spanish,0,19,Ford,British,10,0.0,78002,75.0,0,150,5.0,1.0
113,2001,Belgian Grand Prix,56,0,0,British,0,19,Ford,British,17,0.0,Not Found,0.0,0,169,5.0,4.0
113,2001,Belgian Grand Prix,54,0,0,Brazilian,0,20,Acer,French,18,0.0,82009,8.0,0,167,4.0,0.0
113,2001,Belgian Grand Prix,49,0,0,German,0,20,Acer,French,4,0.0,80000,63.0,0,162,4.0,6.0
113,2001,Belgian Grand Prix,59,0,0,Brazilian,0,21,Asiatech,British,21,0.0,82000,11.0,0,172,1.0,0.0
113,2001,Belgian Grand Prix,50,0,0,Dutch,0,21,Asiatech,British,19,0.0,80004,74.0,0,163,1.0,1.0
113,2001,Belgian Grand Prix,18,0,1,British,0,22,Renault,Italian,15,0.0,79005,34.0,0,131,10.0,2.0
113,2001,Belgian Grand Prix,21,0,0,Italian,0,22,Renault,Italian,8,0.0,79005,67.0,0,134,10.0,8.0
114,2001,Italian Grand Prix,14,0,0,British,0,1,Mercedes,British,6,6.0,112006,36.0,0,128,81.0,57.0
114,2001,Italian Grand Prix,57,0,0,Finnish,0,1,Mercedes,British,7,3.0,Not Found,36.0,0,171,81.0,24.0
114,2001,Italian Grand Prix,23,0,0,German,0,3,BMW,British,4,0.0,111001,36.0,0,137,73.0,48.0
114,2001,Italian Grand Prix,31,1,0,Colombian,0,3,BMW,British,1,0.0,116008,1.0,1,145,73.0,25.0
114,2001,Italian Grand Prix,22,0,0,Brazilian,0,6,Ferrari,Italian,2,2.0,112008,36.0,0,136,161.0,54.0
114,2001,Italian Grand Prix,30,0,1,German,0,6,Ferrari,Italian,3,10.0,110008,36.0,0,144,161.0,107.0
114,2001,Italian Grand Prix,8,0,1,Finnish,0,15,Petronas,Swiss,9,0.0,Not Found,0.0,0,122,20.0,9.0
114,2001,Italian Grand Prix,2,1,0,German,0,15,Petronas,Swiss,8,0.0,116008,0.0,0,116,20.0,11.0
114,2001,Italian Grand Prix,44,0,0,French,0,16,Honda,British,17,0.0,113005,35.0,0,158,17.0,5.0
114,2001,Italian Grand Prix,35,0,1,Canadian,0,16,Honda,British,15,0.0,112004,36.0,0,149,17.0,12.0
114,2001,Italian Grand Prix,15,0,0,Italian,1,17,Honda,Irish,5,0.0,112008,31.0,0,129,16.0,9.0
114,2001,Italian Grand Prix,55,0,0,French,0,17,Honda,Irish,16,1.0,112000,36.0,0,169,16.0,5.0
114,2001,Italian Grand Prix,62,0,0,Malaysian,0,18,Ford,Italian,22,,,,0,176,0.0,0.0
114,2001,Italian Grand Prix,4,0,1,Spanish,0,18,Ford,Italian,21,0.0,120008,0.0,0,118,0.0,0.0
114,2001,Italian Grand Prix,56,0,0,British,0,19,Ford,British,13,0.0,117007,0.0,0,170,7.0,4.0
114,2001,Italian Grand Prix,37,0,0,Spanish,0,19,Ford,British,10,0.0,116002,1.0,0,151,7.0,3.0
114,2001,Italian Grand Prix,49,0,0,German,0,20,Acer,French,12,0.0,114001,35.0,0,163,4.0,6.0
114,2001,Italian Grand Prix,61,0,0,Czech,0,20,Acer,French,20,,,,0,175,4.0,0.0
114,2001,Italian Grand Prix,50,0,0,Dutch,0,21,Asiatech,British,19,0.0,114001,35.0,0,164,1.0,1.0
114,2001,Italian Grand Prix,59,0,0,Brazilian,0,21,Asiatech,British,18,0.0,115002,35.0,0,173,1.0,0.0
114,2001,Italian Grand Prix,18,0,1,British,0,22,Renault,Italian,11,0.0,113004,17.0,0,132,10.0,2.0
114,2001,Italian Grand Prix,21,0,0,Italian,1,22,Renault,Italian,14,4.0,112007,36.0,0,135,10.0,8.0
115,2001,United States Grand Prix,57,0,0,Finnish,0,1,Mercedes,British,4,0.0,Not Found,19.0,1,172,95.0,34.0
115,2001,United States Grand Prix,14,0,0,British,0,1,Mercedes,British,7,0.0,87003,6.0,0,129,95.0,61.0
115,2001,United States Grand Prix,23,0,0,German,0,3,BMW,British,2,4.0,85001,53.0,0,138,73.0,48.0
115,2001,United States Grand Prix,31,1,0,Colombian,0,3,BMW,British,3,10.0,86007,53.0,0,146,73.0,25.0
115,2001,United States Grand Prix,22,0,0,Brazilian,0,6,Ferrari,Italian,5,6.0,85002,53.0,0,137,167.0,54.0
115,2001,United States Grand Prix,30,0,1,German,0,6,Ferrari,Italian,1,3.0,86005,53.0,0,145,167.0,113.0
115,2001,United States Grand Prix,8,0,1,Finnish,0,15,Petronas,Swiss,11,0.0,Not Found,53.0,0,123,21.0,9.0
115,2001,United States Grand Prix,2,1,0,German,0,15,Petronas,Swiss,6,0.0,87008,52.0,0,117,21.0,12.0
115,2001,United States Grand Prix,35,0,1,Canadian,0,16,Honda,British,18,1.0,87007,53.0,0,150,17.0,12.0
115,2001,United States Grand Prix,44,0,0,French,0,16,Honda,British,13,0.0,86004,52.0,0,159,17.0,5.0
115,2001,United States Grand Prix,15,0,0,Italian,0,17,Honda,Irish,8,0.0,Not Found,0.0,0,130,19.0,12.0
115,2001,United States Grand Prix,55,0,0,French,0,17,Honda,Irish,9,0.0,86004,52.0,0,170,19.0,5.0
115,2001,United States Grand Prix,4,0,1,Spanish,0,18,Ford,Italian,17,0.0,88007,51.0,0,119,0.0,0.0
115,2001,United States Grand Prix,62,0,0,Malaysian,0,18,Ford,Italian,22,0.0,91006,44.0,0,177,0.0,0.0
115,2001,United States Grand Prix,37,0,0,Spanish,0,19,Ford,British,16,2.0,86004,53.0,0,152,9.0,3.0
115,2001,United States Grand Prix,56,0,0,British,0,19,Ford,British,14,0.0,89003,14.0,0,171,9.0,6.0
115,2001,United States Grand Prix,61,0,0,Czech,0,20,Acer,French,21,0.0,Not Found,52.0,0,176,4.0,0.0
115,2001,United States Grand Prix,49,0,0,German,0,20,Acer,French,15,0.0,87004,28.0,0,164,4.0,6.0
115,2001,United States Grand Prix,50,0,0,Dutch,0,21,Asiatech,British,20,0.0,88009,25.0,0,165,1.0,1.0
115,2001,United States Grand Prix,59,0,0,Brazilian,0,21,Asiatech,British,19,0.0,89006,46.0,0,174,1.0,0.0
115,2001,United States Grand Prix,21,0,0,Italian,0,22,Renault,Italian,12,0.0,87003,52.0,0,136,10.0,8.0
115,2001,United States Grand Prix,18,0,1,British,0,22,Renault,Italian,10,0.0,88003,4.0,0,133,10.0,2.0
116,2001,Japanese Grand Prix,57,0,0,Finnish,0,1,Mercedes,British,5,10.0,Not Found,73.0,0,173,102.0,37.0
116,2001,Japanese Grand Prix,14,0,0,British,0,1,Mercedes,British,7,4.0,75006,73.0,0,130,102.0,65.0
116,2001,Japanese Grand Prix,23,0,0,German,0,3,BMW,British,3,0.0,75007,36.0,0,139,80.0,49.0
116,2001,Japanese Grand Prix,31,1,0,Colombian,0,3,BMW,British,2,0.0,74004,38.0,0,147,80.0,31.0
116,2001,Japanese Grand Prix,22,0,0,Brazilian,0,6,Ferrari,Italian,4,0.0,75006,71.0,0,138,179.0,56.0
116,2001,Japanese Grand Prix,30,0,1,German,0,6,Ferrari,Italian,1,6.0,75008,73.0,1,146,179.0,123.0
116,2001,Japanese Grand Prix,8,0,1,Finnish,0,15,Petronas,Swiss,12,0.0,Not Found,2.0,0,124,21.0,9.0
116,2001,Japanese Grand Prix,2,1,0,German,0,15,Petronas,Swiss,10,1.0,75002,73.0,0,118,21.0,12.0
116,2001,Japanese Grand Prix,44,0,0,French,0,16,Honda,British,17,0.0,76009,72.0,0,160,17.0,5.0
116,2001,Japanese Grand Prix,35,0,1,Canadian,0,16,Honda,British,14,0.0,77007,45.0,0,151,17.0,12.0
116,2001,Japanese Grand Prix,55,0,0,French,0,17,Honda,Irish,11,0.0,76007,72.0,0,171,19.0,5.0
116,2001,Japanese Grand Prix,15,0,0,Italian,0,17,Honda,Irish,8,3.0,75002,73.0,0,131,19.0,12.0
116,2001,Japanese Grand Prix,62,0,0,Malaysian,0,18,Ford,Italian,22,0.0,77001,38.0,0,178,0.0,0.0
116,2001,Japanese Grand Prix,4,0,1,Spanish,0,18,Ford,Italian,18,0.0,77007,36.0,0,120,0.0,0.0
116,2001,Japanese Grand Prix,56,0,0,British,0,19,Ford,British,13,2.0,75001,73.0,0,172,9.0,6.0
116,2001,Japanese Grand Prix,37,0,0,Spanish,0,19,Ford,British,16,0.0,76008,72.0,0,153,9.0,3.0
116,2001,Japanese Grand Prix,61,0,0,Czech,0,20,Acer,French,19,0.0,Not Found,72.0,0,177,4.0,0.0
116,2001,Japanese Grand Prix,49,0,0,German,0,20,Acer,French,15,0.0,75003,72.0,0,165,4.0,6.0
116,2001,Japanese Grand Prix,59,0,0,Brazilian,0,21,Asiatech,British,20,0.0,76001,72.0,0,175,1.0,0.0
116,2001,Japanese Grand Prix,50,0,0,Dutch,0,21,Asiatech,British,21,0.0,76003,44.0,0,166,1.0,1.0
116,2001,Japanese Grand Prix,21,0,0,Italian,0,22,Renault,Italian,6,0.0,75005,72.0,0,137,10.0,8.0
116,2001,Japanese Grand Prix,18,0,1,British,0,22,Renault,Italian,9,0.0,75003,72.0,0,134,10.0,2.0
117,2002,Australian Grand Prix,8,0,1,Finnish,0,1,Mercedes,British,5,0.0,Not Found,5.0,0,125,4.0,4.0
117,2002,Australian Grand Prix,14,0,0,British,0,1,Mercedes,British,4,4.0,97003,53.0,0,131,4.0,0.0
117,2002,Australian Grand Prix,23,0,0,German,0,3,BMW,British,3,1.0,97009,53.0,0,140,6.0,0.0
117,2002,Australian Grand Prix,31,1,0,Colombian,0,3,BMW,British,6,6.0,97000,53.0,0,148,6.0,6.0
117,2002,Australian Grand Prix,15,0,0,Italian,0,4,Renault,French,7,0.0,99009,52.0,0,132,0.0,0.0
117,2002,Australian Grand Prix,18,0,1,British,0,4,Renault,French,11,0.0,99005,53.0,0,135,0.0,0.0
117,2002,Australian Grand Prix,22,0,0,Brazilian,0,6,Ferrari,Italian,1,2.0,97000,53.0,0,139,10.0,0.0
117,2002,Australian Grand Prix,30,0,1,German,0,6,Ferrari,Italian,2,10.0,97001,53.0,1,147,10.0,10.0
117,2002,Australian Grand Prix,63,0,0,Finnish,0,7,Toyota,Japanese,14,,,,0,180,1.0,1.0
117,2002,Australian Grand Prix,66,0,0,British,0,7,Toyota,Japanese,16,,,,0,183,1.0,0.0
117,2002,Australian Grand Prix,13,0,0,Brazilian,0,15,Petronas,Swiss,9,,,,0,130,0.0,0.0
117,2002,Australian Grand Prix,2,1,0,German,0,15,Petronas,Swiss,10,0.0,99006,52.0,0,119,0.0,0.0
117,2002,Australian Grand Prix,35,0,1,Canadian,0,16,Honda,British,13,0.0,99009,52.0,0,152,0.0,0.0
117,2002,Australian Grand Prix,44,0,0,French,0,16,Honda,British,12,0.0,99003,51.0,0,161,0.0,0.0
117,2002,Australian Grand Prix,11,0,0,Japanese,0,17,Honda,Irish,22,,,,0,128,0.0,0.0
117,2002,Australian Grand Prix,21,0,0,Italian,0,17,Honda,Irish,8,0.0,98004,47.0,0,138,0.0,0.0
117,2002,Australian Grand Prix,62,0,0,Malaysian,0,18,Asiatech,Italian,21,0.0,103009,50.0,0,179,2.0,0.0
117,2002,Australian Grand Prix,17,0,0,Australian,1,18,Asiatech,Italian,18,,,,0,134,2.0,2.0
117,2002,Australian Grand Prix,37,0,0,Spanish,0,19,Cosworth,British,20,0.0,99002,45.0,0,154,3.0,0.0
117,2002,Australian Grand Prix,56,0,0,British,0,19,Cosworth,British,19,0.0,99006,24.0,0,173,3.0,3.0
117,2002,Australian Grand Prix,59,0,0,Brazilian,0,21,Cosworth,British,17,0.0,101009,51.0,0,176,0.0,0.0
